gene	expressed
ABHD8	TRUE
MRPL34	TRUE
DDA1	TRUE
ANO8	TRUE
GTPBP3	TRUE
PLVAP	TRUE
BST2	TRUE
BISPR	TRUE
MVB12A	TRUE
SLC27A1	TRUE
PGLS	TRUE
FAM129C	TRUE
COLGALT1	TRUE
MAP1S	TRUE
FCHO1	TRUE
B3GNT3	TRUE
RPL18A	TRUE
CCDC124	TRUE
KCNN1	TRUE
ARRDC2	TRUE
IL12RB1	TRUE
MAST3	TRUE
PIK3R2	TRUE
IFI30	TRUE
MPV17L2	TRUE
RAB3A	TRUE
LOC102725254	TRUE
PDE4C	TRUE
KIAA1683	TRUE
JUND	TRUE
LSM4	TRUE
PGPEP1	TRUE
GDF15	TRUE
LRRC25	TRUE
SSBP4	TRUE
ISYNA1	TRUE
ELL	TRUE
FKBP8	TRUE
KXD1	TRUE
UBA52	TRUE
C19orf60	TRUE
TMEM59L	TRUE
KLHL26	TRUE
CRTC1	TRUE
COMP	TRUE
UPF1	TRUE
GDF1	TRUE
CERS1	TRUE
COPE	TRUE
DDX49	TRUE
LOC102724360	TRUE
HOMER3	TRUE
SUGP2	TRUE
ARMC6	TRUE
SLC25A42	TRUE
TMEM161A	TRUE
MEF2B	TRUE
RFXANK	TRUE
BORCS8-MEF2B	TRUE
BORCS8	TRUE
NR2C2AP	TRUE
NCAN	TRUE
SUGP1	TRUE
MAU2	TRUE
GATAD2A	TRUE
TSSK6	TRUE
NDUFA13	TRUE
PBX4	TRUE
GMIP	TRUE
ATP13A1	TRUE
ZNF101	TRUE
ZNF14	TRUE
LINC00663	TRUE
ZNF253	TRUE
ZNF93	TRUE
ZNF486	TRUE
ZNF626	TRUE
ZNF85	TRUE
ZNF430	TRUE
ZNF714	TRUE
ZNF431	TRUE
ZNF708	TRUE
ZNF738	TRUE
ZNF493	TRUE
ZNF429	TRUE
ZNF100	TRUE
ZNF43	TRUE
ZNF208	TRUE
ZNF257	TRUE
ZNF728	TRUE
ZNF730	TRUE
ZNF724	TRUE
IPO5P1	TRUE
ZNF91	TRUE
ZNF675	TRUE
ZNF681	TRUE
RPSAP58	TRUE
ZNF726	TRUE
ZNF254	TRUE
LOC101927151	TRUE
LINC00662	TRUE
LOC102724908	TRUE
LOC100420587	TRUE
UQCRFS1	TRUE
POP4	TRUE
PLEKHF1	TRUE
C19orf12	TRUE
CCNE1	TRUE
URI1	TRUE
ZNF507	TRUE
LOC400684	TRUE
DPY19L3	TRUE
PDCD5	TRUE
ANKRD27	TRUE
RGS9BP	TRUE
NUDT19	TRUE
CEP89	TRUE
FAAP24	TRUE
RHPN2	TRUE
GPATCH1	TRUE
CEBPA	TRUE
CEBPA-AS1	TRUE
CEBPG	TRUE
PEPD	TRUE
KCTD15	TRUE
LSM14A	TRUE
KIAA0355	TRUE
GPI	TRUE
PDCD2L	TRUE
UBA2	TRUE
SCGB2B2	TRUE
ZNF181	TRUE
ZNF599	TRUE
LINC01801	TRUE
ZNF30-AS1	TRUE
ZNF30	TRUE
ZNF792	TRUE
GRAMD1A	TRUE
SCN1B	TRUE
HPN	TRUE
HPN-AS1	TRUE
FXYD7	TRUE
FXYD5	TRUE
FAM187B	TRUE
LSR	TRUE
USF2	TRUE
HAMP	TRUE
LINC01531	TRUE
TMEM147	TRUE
TMEM147-AS1	TRUE
HAUS5	TRUE
RBM42	TRUE
ETV2	TRUE
COX6B1	TRUE
UPK1A-AS1	TRUE
ZBTB32	TRUE
KMT2B	TRUE
IGFLR1	TRUE
U2AF1L4	TRUE
PSENEN	TRUE
LIN37	TRUE
HSPB6	TRUE
PROSER3	TRUE
ARHGAP33	TRUE
LINC01529	TRUE
APLP1	TRUE
NFKBID	TRUE
HCST	TRUE
TYROBP	TRUE
SDHAF1	TRUE
SYNE4	TRUE
ALKBH6	TRUE
LOC101927572	TRUE
THAP8	TRUE
WDR62	TRUE
OVOL3	TRUE
TBCB	TRUE
POLR2I	TRUE
CAPNS1	TRUE
ZNF146	TRUE
ZNF565	TRUE
LINC00665	TRUE
ZFP14	TRUE
ZFP82	TRUE
LOC644189	TRUE
ZNF566	TRUE
LOC728752	TRUE
ZNF260	TRUE
ZNF529-AS1	TRUE
ZNF461	TRUE
LINC01534	TRUE
ZNF567	TRUE
ZNF850	TRUE
LOC728485	TRUE
ZNF790	TRUE
ZNF345	TRUE
ZNF829	TRUE
ZNF568	TRUE
ZNF420	TRUE
ZNF585A	TRUE
ZNF585B	TRUE
ZNF383	TRUE
HKR1	TRUE
ZNF527	TRUE
ZNF569	TRUE
ZNF570	TRUE
ZNF793	TRUE
ZNF793-AS1	TRUE
ZNF571	TRUE
ZNF540	TRUE
ZFP30	TRUE
ZNF781	TRUE
ZNF607	TRUE
ZNF573	TRUE
WDR87	TRUE
SIPA1L3	TRUE
DPF1	TRUE
PPP1R14A	TRUE
C19orf33	TRUE
YIF1B	TRUE
KCNK6	TRUE
CATSPERG	TRUE
PSMD8	TRUE
GGN	TRUE
FAM98C	TRUE
RASGRP4	TRUE
RYR1	TRUE
LOC105372397	TRUE
MAP4K1	TRUE
EIF3K	TRUE
ACTN4	TRUE
CAPN12	TRUE
ECH1	TRUE
HNRNPL	TRUE
RINL	TRUE
SIRT2	TRUE
NFKBIB	TRUE
CCER2	TRUE
SARS2	TRUE
MRPS12	TRUE
FBXO17	TRUE
FBXO27	TRUE
PAK4	TRUE
SYCN	TRUE
GMFG	TRUE
SAMD4B	TRUE
PAF1	TRUE
MED29	TRUE
ZFP36	TRUE
PLEKHG2	TRUE
RPS16	TRUE
SUPT5H	TRUE
TIMM50	TRUE
DLL3	TRUE
EID2B	TRUE
EID2	TRUE
DYRK1B	TRUE
FBL	TRUE
PSMC4	TRUE
ZNF546	TRUE
ZNF780B	TRUE
ZNF780A	TRUE
MAP3K10	TRUE
AKT2	TRUE
C19orf47	TRUE
PLD3	TRUE
PRX	TRUE
SERTAD1	TRUE
SERTAD3	TRUE
BLVRB	TRUE
SPTBN4	TRUE
SHKBP1	TRUE
NUMBL	TRUE
COQ8B	TRUE
ITPKC	TRUE
C19orf54	TRUE
SNRPA	TRUE
MIA	TRUE
RAB4B	TRUE
RAB4B-EGLN2	TRUE
EGLN2	TRUE
CYP2T1P	TRUE
CYP2S1	TRUE
AXL	TRUE
HNRNPUL1	TRUE
CCDC97	TRUE
TGFB1	TRUE
B9D2	TRUE
TMEM91	TRUE
EXOSC5	TRUE
BCKDHA	TRUE
B3GNT8	TRUE
ATP5SL	TRUE
ERICH4	TRUE
RPS19	TRUE
CD79A	TRUE
ARHGEF1	TRUE
LOC100505585	TRUE
RABAC1	TRUE
ATP1A3	TRUE
ZNF574	TRUE
POU2F2	TRUE
DEDD2	TRUE
ZNF526	TRUE
GSK3A	TRUE
ERF	TRUE
CIC	TRUE
PRR19	TRUE
PAFAH1B3	TRUE
TMEM145	TRUE
MEGF8	TRUE
LOC101930071	TRUE
CEACAM1	TRUE
LYPD3	TRUE
PHLDB3	TRUE
ETHE1	TRUE
ZNF575	TRUE
XRCC1	TRUE
PINLYP	TRUE
IRGQ	TRUE
ZNF576	TRUE
ZNF428	TRUE
CADM4	TRUE
PLAUR	TRUE
SMG9	TRUE
KCNN4	TRUE
LYPD5	TRUE
ZNF283	TRUE
LOC100505715	TRUE
ZNF45	TRUE
ZNF221	TRUE
ZNF155	TRUE
LOC101928063	TRUE
ZNF230	TRUE
ZNF222	TRUE
ZNF223	TRUE
ZNF284	TRUE
ZNF224	TRUE
LOC100379224	TRUE
ZNF225	TRUE
ZNF234	TRUE
ZNF226	TRUE
ZNF227	TRUE
ZNF233	TRUE
ZNF235	TRUE
ZNF112	TRUE
ZNF285	TRUE
ZNF229	TRUE
ZNF180	TRUE
PVR	TRUE
CEACAM16	TRUE
BCL3	TRUE
BCAM	TRUE
NECTIN2	TRUE
TOMM40	TRUE
APOE	TRUE
APOC1	TRUE
APOC1P1	TRUE
APOC4-APOC2	TRUE
APOC4	TRUE
APOC2	TRUE
CLPTM1	TRUE
RELB	TRUE
CLASRP	TRUE
ZNF296	TRUE
GEMIN7	TRUE
PPP1R37	TRUE
NKPD1	TRUE
TRAPPC6A	TRUE
BLOC1S3	TRUE
MARK4	TRUE
KLC3	TRUE
ERCC2	TRUE
PPP1R13L	TRUE
CD3EAP	TRUE
ERCC1	TRUE
FOSB	TRUE
RTN2	TRUE
PPM1N	TRUE
VASP	TRUE
OPA3	TRUE
EML2	TRUE
EML2-AS1	TRUE
GIPR	TRUE
SNRPD2	TRUE
QPCTL	TRUE
FBXO46	TRUE
BHMG1	TRUE
SIX5	TRUE
DMPK	TRUE
DMWD	TRUE
SYMPK	TRUE
FOXA3	TRUE
IRF2BP1	TRUE
MYPOP	TRUE
CCDC61	TRUE
IGFL4	TRUE
LOC400706	TRUE
IGFL2	TRUE
IGFL2-AS1	TRUE
PPP5C	TRUE
CCDC8	TRUE
PNMAL1	TRUE
PNMAL2	TRUE
CALM3	TRUE
PPP5D1	TRUE
PTGIR	TRUE
GNG8	TRUE
DACT3	TRUE
DACT3-AS1	TRUE
PRKD2	TRUE
FKRP	TRUE
STRN4	TRUE
SLC1A5	TRUE
AP2S1	TRUE
NPAS1	TRUE
TMEM160	TRUE
ZC3H4	TRUE
SAE1	TRUE
BBC3	TRUE
CCDC9	TRUE
INAFM1	TRUE
C5AR1	TRUE
C5AR2	TRUE
DHX34	TRUE
MEIS3	TRUE
KPTN	TRUE
NAPA-AS1	TRUE
NAPA	TRUE
GLTSCR1	TRUE
EHD2	TRUE
NOP53	TRUE
SELENOW	TRUE
SULT2A1	TRUE
PLA2G4C	TRUE
LIG1	TRUE
C19orf68	TRUE
CARD8	TRUE
CARD8-AS1	TRUE
CCDC114	TRUE
EMP3	TRUE
TMEM143	TRUE
SYNGR4	TRUE
KDELR1	TRUE
GRIN2D	TRUE
GRWD1	TRUE
CYTH2	TRUE
FAM83E	TRUE
SPHK2	TRUE
RPL18	TRUE
DBP	TRUE
SEC1P	TRUE
CA11	TRUE
RASIP1	TRUE
IZUMO1	TRUE
FUT1	TRUE
FGF21	TRUE
BCAT2	TRUE
HSD17B14	TRUE
PLEKHA4	TRUE
PPP1R15A	TRUE
TULP2	TRUE
NUCB1	TRUE
NUCB1-AS1	TRUE
DHDH	TRUE
BAX	TRUE
FTL	TRUE
GYS1	TRUE
RUVBL2	TRUE
LHB	TRUE
LOC101059948	TRUE
CGB2	TRUE
CGB1	TRUE
CGB7	TRUE
KCNA7	TRUE
SNRNP70	TRUE
LIN7B	TRUE
C19orf73	TRUE
PPFIA3	TRUE
HRC	TRUE
TRPM4	TRUE
SLC6A16	TRUE
CD37	TRUE
TEAD2	TRUE
DKKL1	TRUE
LOC101928295	TRUE
CCDC155	TRUE
PTH2	TRUE
GFY	TRUE
SLC17A7	TRUE
PIH1D1	TRUE
ALDH16A1	TRUE
FLT3LG	TRUE
RPL13A	TRUE
RPL13AP5	TRUE
RPS11	TRUE
FCGRT	TRUE
RCN3	TRUE
NOSIP	TRUE
PRRG2	TRUE
PRR12	TRUE
RRAS	TRUE
SCAF1	TRUE
BCL2L12	TRUE
IRF3	TRUE
PRMT1	TRUE
TSKS	TRUE
AP2A1	TRUE
FUZ	TRUE
MED25	TRUE
PTOV1	TRUE
PTOV1-AS1	TRUE
PNKP	TRUE
AKT1S1	TRUE
TBC1D17	TRUE
ATF5	TRUE
NUP62	TRUE
IL4I1	TRUE
VRK3	TRUE
ZNF473	TRUE
LOC400710	TRUE
MYH14	TRUE
KCNC3	TRUE
NAPSA	TRUE
NR1H2	TRUE
POLD1	TRUE
MYBPC2	TRUE
EMC10	TRUE
FAM71E1	TRUE
JOSD2	TRUE
LRRC4B	TRUE
SYT3	TRUE
C19orf81	TRUE
CLEC11A	TRUE
C19orf48	TRUE
LINC01869	TRUE
KLK1	TRUE
KLK15	TRUE
KLK3	TRUE
KLK2	TRUE
KLKP1	TRUE
KLK4	TRUE
KLK8	TRUE
KLK10	TRUE
KLK13	TRUE
CTU1	TRUE
SIGLEC17P	TRUE
CD33	TRUE
SIGLECL1	TRUE
VSIG10L	TRUE
ETFB	TRUE
CLDND2	TRUE
NKG7	TRUE
LIM2	TRUE
C19orf84	TRUE
SIGLEC10	TRUE
CEACAM18	TRUE
SIGLEC6	TRUE
ZNF175	TRUE
LINC01530	TRUE
SPACA6	TRUE
SPACA6P-AS	TRUE
FPR1	TRUE
FPR2	TRUE
FPR3	TRUE
ZNF577	TRUE
ZNF649-AS1	TRUE
ZNF649	TRUE
ZNF613	TRUE
ZNF350-AS1	TRUE
ZNF350	TRUE
ZNF615	TRUE
ZNF614	TRUE
ZNF432	TRUE
ZNF841	TRUE
ZNF616	TRUE
ZNF836	TRUE
PPP2R1A	TRUE
ZNF766	TRUE
ZNF480	TRUE
ZNF880	TRUE
ZNF528-AS1	TRUE
ZNF528	TRUE
ZNF808	TRUE
ZNF701	TRUE
ZNF83	TRUE
ZNF611	TRUE
ZNF600	TRUE
ZNF28	TRUE
ZNF468	TRUE
ZNF320	TRUE
ZNF321P	TRUE
ZNF816-ZNF321P	TRUE
ZNF816	TRUE
ZNF702P	TRUE
ERVV-2	TRUE
ZNF160	TRUE
ZNF347	TRUE
ZNF665	TRUE
ZNF818P	TRUE
ZNF677	TRUE
ZNF845	TRUE
ZNF525	TRUE
ZNF765	TRUE
TPM3P9	TRUE
ZNF761	TRUE
ZNF813	TRUE
MYADM	TRUE
PRKCG	TRUE
CACNG7	TRUE
VSTM1	TRUE
OSCAR	TRUE
NDUFA3	TRUE
PRPF31	TRUE
TFPT	TRUE
CNOT3	TRUE
LENG1	TRUE
TMC4	TRUE
MBOAT7	TRUE
TSEN34	TRUE
RPS9	TRUE
LENG8-AS1	TRUE
LENG8	TRUE
LENG9	TRUE
CDC42EP5	TRUE
LILRA2	TRUE
LILRB4	TRUE
NCR1	TRUE
NLRP7	TRUE
NLRP2	TRUE
GP6	TRUE
RDH13	TRUE
EPS8L1	TRUE
PPP1R12C	TRUE
TNNT1	TRUE
TNNI3	TRUE
DNAAF3	TRUE
PTPRH	TRUE
PPP6R1	TRUE
HSPBP1	TRUE
TMEM150B	TRUE
KMT5C	TRUE
COX6B2	TRUE
FAM71E2	TRUE
IL11	TRUE
TMEM190	TRUE
TMEM238	TRUE
RPL28	TRUE
UBE2S	TRUE
SHISA7	TRUE
ISOC2	TRUE
ZNF628	TRUE
NAT14	TRUE
SSC5D	TRUE
SBK3	TRUE
ZNF579	TRUE
FIZ1	TRUE
ZNF524	TRUE
ZNF784	TRUE
ZNF580	TRUE
ZNF581	TRUE
CCDC106	TRUE
U2AF2	TRUE
EPN1	TRUE
NLRP4	TRUE
NLRP11	TRUE
LINC01864	TRUE
ZNF787	TRUE
ZNF444	TRUE
ZSCAN5A	TRUE
ZNF542P	TRUE
ZNF582	TRUE
ZNF582-AS1	TRUE
ZNF583	TRUE
ZNF264	TRUE
AURKC	TRUE
ZNF805	TRUE
LOC105372476	TRUE
ZNF460	TRUE
ZNF543	TRUE
ZNF304	TRUE
ZNF547	TRUE
TRAPPC2B	TRUE
ZNF548	TRUE
ZNF17	TRUE
ZNF749	TRUE
ZNF772	TRUE
ZNF419	TRUE
ZNF550	TRUE
ZNF416	TRUE
ZIK1	TRUE
ZNF530	TRUE
ZNF134	TRUE
ZNF211	TRUE
ZNF551	TRUE
ZNF671	TRUE
ZNF776	TRUE
ZNF586	TRUE
ZNF552	TRUE
ZNF587B	TRUE
ZNF587	TRUE
ZNF814	TRUE
ZNF417	TRUE
ZSCAN18	TRUE
ZNF329	TRUE
ZNF274	TRUE
ZNF544	TRUE
ZNF8	TRUE
ZNF8-ERVK3-1	TRUE
ERVK3-1	TRUE
ZSCAN22	TRUE
LOC105372480	TRUE
LOC105372483	TRUE
ZNF497	TRUE
ZNF837	TRUE
RPS5	TRUE
RNF225	TRUE
ZNF584	TRUE
ZNF324B	TRUE
ZNF324	TRUE
ZNF446	TRUE
ZBTB45	TRUE
TRIM28	TRUE
CHMP2A	TRUE
UBE2M	TRUE
MZF1-AS1	TRUE
MZF1	TRUE
CENPBD1P1	TRUE
USP14	TRUE
THOC1	TRUE
CETN1	TRUE
CLUL1	TRUE
TYMS	TRUE
TYMSOS	TRUE
ENOSF1	TRUE
YES1	TRUE
METTL4	TRUE
NDC80	TRUE
CBX3P2	TRUE
SMCHD1	TRUE
EMILIN2	TRUE
LOC727896	TRUE
LPIN2	TRUE
MYOM1	TRUE
MYL12A	TRUE
LOC104968399	TRUE
MYL12B	TRUE
TGIF1	TRUE
DLGAP1-AS1	TRUE
DLGAP1-AS2	TRUE
AKAIN1	TRUE
LINC00526	TRUE
LINC00667	TRUE
ZBTB14	TRUE
LOC101927168	TRUE
ARHGAP28	TRUE
LINC00668	TRUE
LRRC30	TRUE
PTPRM	TRUE
RAB12	TRUE
GACAT2	TRUE
MTCL1	TRUE
NDUFV2	TRUE
NDUFV2-AS1	TRUE
ANKRD12	TRUE
TWSG1	TRUE
RALBP1	TRUE
PPP4R1	TRUE
PPP4R1-AS1	TRUE
RAB31	TRUE
TXNDC2	TRUE
VAPA	TRUE
LINC01254	TRUE
NAPG	TRUE
LOC101927410	TRUE
CHMP1B	TRUE
MPPE1	TRUE
IMPA2	TRUE
ANKRD62	TRUE
TUBB6	TRUE
AFG3L2	TRUE
PRELID3A	TRUE
SPIRE1	TRUE
CEP76	TRUE
PSMG2	TRUE
LINC01882	TRUE
PTPN2	TRUE
SEH1L	TRUE
CEP192	TRUE
FAM210A	TRUE
RNMT	TRUE
ZNF519	TRUE
ROCK1	TRUE
ESCO1	TRUE
SNRPD1	TRUE
ABHD3	TRUE
MIB1	TRUE
GATA6	TRUE
RBBP8	TRUE
CABLES1	TRUE
TMEM241	TRUE
RIOK3	TRUE
C18orf8	TRUE
NPC1	TRUE
LAMA3	TRUE
TTC39C-AS1	TRUE
IMPACT	TRUE
ZNF521	TRUE
SS18	TRUE
TAF4B	TRUE
AQP4-AS1	TRUE
DSCAS	TRUE
DSC2	TRUE
DSG1-AS1	TRUE
DSG3	TRUE
DSG2	TRUE
TTR	TRUE
SLC25A52	TRUE
TRAPPC8	TRUE
RNF125	TRUE
RNF138	TRUE
GAREM1	TRUE
CCDC178	TRUE
MAPRE2	TRUE
ZNF397	TRUE
ZSCAN30	TRUE
ZNF271P	TRUE
ZNF24	TRUE
ZNF396	TRUE
INO80C	TRUE
C18orf21	TRUE
RPRD1A	TRUE
SLC39A6	TRUE
ELP2	TRUE
LOC101927809	TRUE
MOCOS	TRUE
LOC105372071	TRUE
KIAA1328	TRUE
TPGS2	TRUE
PIK3C3	TRUE
SLC14A1	TRUE
EPG5	TRUE
PSTPIP2	TRUE
ATP5A1	TRUE
HAUS1	TRUE
C18orf25	TRUE
PIAS2	TRUE
HDHD2	TRUE
IER3IP1	TRUE
SMAD2	TRUE
CTIF	TRUE
SMAD7	TRUE
DYM	TRUE
C18orf32	TRUE
RPL17-C18orf32	TRUE
RPL17	TRUE
LIPG	TRUE
ACAA2	TRUE
SCARNA17	TRUE
SNHG22	TRUE
MYO5B	TRUE
MBD1	TRUE
CXXC1	TRUE
SKA1	TRUE
MRO	TRUE
ME2	TRUE
ELAC1	TRUE
SMAD4	TRUE
MEX3C	TRUE
MBD2	TRUE
POLI	TRUE
C18orf54	TRUE
CCDC68	TRUE
LINC01929	TRUE
TCF4-AS1	TRUE
TCF4	TRUE
LINC01415	TRUE
TXNL1	TRUE
WDR7	TRUE
FECH	TRUE
NARS	TRUE
LOC100505549	TRUE
MALT1	TRUE
SEC11C	TRUE
LMAN1	TRUE
PMAIP1	TRUE
PIGN	TRUE
KIAA1468	TRUE
ZCCHC2	TRUE
PHLPP1	TRUE
BCL2	TRUE
KDSR	TRUE
VPS4B	TRUE
SERPINB8	TRUE
DSEL	TRUE
TMX3	TRUE
LOC105372179	TRUE
CD226	TRUE
RTTN	TRUE
SOCS6	TRUE
LINC01910	TRUE
LOC400655	TRUE
FBXO15	TRUE
TIMM21	TRUE
CYB5A	TRUE
CNDP2	TRUE
LINC00909	TRUE
ZADH2	TRUE
TSHZ1	TRUE
LINC00683	TRUE
LOC100131655	TRUE
ZNF236	TRUE
LINC01029	TRUE
ATP9B	TRUE
NFATC1	TRUE
LOC284241	TRUE
CTDP1	TRUE
PQLC1	TRUE
TXNL4A	TRUE
RBFA	TRUE
ADNP2	TRUE
PARD6G-AS1	TRUE
PARD6G	TRUE
BAGE	TRUE
BAGE2	TRUE
BAGE3	TRUE
BAGE4	TRUE
BAGE5	TRUE
ANKRD20A11P	TRUE
RBM11	TRUE
ABCC13	TRUE
HSPA13	TRUE
SAMSN1	TRUE
SAMSN1-AS1	TRUE
NRIP1	TRUE
USP25	TRUE
BTG3	TRUE
C21orf91	TRUE
MIR548XHG	TRUE
NCAM2	TRUE
LINC01692	TRUE
LINC00515	TRUE
MRPL39	TRUE
JAM2	TRUE
GABPA	TRUE
ATP5J	TRUE
APP	TRUE
N6AMT1	TRUE
LTN1	TRUE
RWDD2B	TRUE
USP16	TRUE
CCT8	TRUE
MAP3K7CL	TRUE
LINC00189	TRUE
BACH1	TRUE
BACH1-IT2	TRUE
GRIK1-AS1	TRUE
SOD1	TRUE
SCAF4	TRUE
MIS18A	TRUE
URB1	TRUE
URB1-AS1	TRUE
TCP10L	TRUE
C21orf59	TRUE
SYNJ1	TRUE
PAXBP1-AS1	TRUE
PAXBP1	TRUE
C21orf62-AS1	TRUE
C21orf62	TRUE
IFNAR2	TRUE
IL10RB-AS1	TRUE
IL10RB	TRUE
IFNAR1	TRUE
IFNGR2	TRUE
TMEM50B	TRUE
DNAJC28	TRUE
GART	TRUE
SON	TRUE
DONSON	TRUE
CRYZL1	TRUE
ITSN1	TRUE
ATP5O	TRUE
LINC00649	TRUE
LOC101928126	TRUE
SLC5A3	TRUE
MRPS6	TRUE
RCAN1	TRUE
LINC01426	TRUE
RUNX1	TRUE
RUNX1-IT1	TRUE
LOC100506403	TRUE
LOC101928269	TRUE
LINC01436	TRUE
SETD4	TRUE
CBR1	TRUE
CBR3-AS1	TRUE
DOPEY2	TRUE
MORC3	TRUE
CHAF1B	TRUE
CLDN14	TRUE
HLCS	TRUE
LOC105372795	TRUE
PIGP	TRUE
TTC3	TRUE
DSCR9	TRUE
DSCR3	TRUE
DYRK1A	TRUE
DSCR4	TRUE
DSCR8	TRUE
ETS2	TRUE
LOC101928398	TRUE
PSMG1	TRUE
BRWD1	TRUE
BRWD1-IT2	TRUE
BRWD1-AS1	TRUE
HMGN1	TRUE
WRB-SH3BGR	TRUE
WRB	TRUE
LCA5L	TRUE
SH3BGR	TRUE
LINC00479	TRUE
PRDM15	TRUE
C2CD2	TRUE
ZBTB21	TRUE
UMODL1-AS1	TRUE
TFF2	TRUE
UBASH3A	TRUE
RSPH1	TRUE
LOC101930094	TRUE
SLC37A1	TRUE
LINC01671	TRUE
WDR4	TRUE
NDUFV3	TRUE
ERVH48-1	TRUE
PKNOX1	TRUE
LINC00322	TRUE
HSF2BP	TRUE
RRP1B	TRUE
PDXK	TRUE
CSTB	TRUE
RRP1	TRUE
AATBC	TRUE
AGPAT3	TRUE
TRAPPC10	TRUE
PFKL	TRUE
C21orf2	TRUE
TRPM2-AS	TRUE
LRRC3	TRUE
TSPEAR-AS1	TRUE
TSPEAR-AS2	TRUE
UBE2G2	TRUE
LINC01424	TRUE
SUMO3	TRUE
PTTG1IP	TRUE
ITGB2-AS1	TRUE
ITGB2	TRUE
LINC01547	TRUE
FAM207A	TRUE
SSR4P1	TRUE
ADARB1	TRUE
LINC00334	TRUE
POFUT2	TRUE
LOC642852	TRUE
COL18A1-AS2	TRUE
SLC19A1	TRUE
COL6A1	TRUE
FTCD	TRUE
SPATC1L	TRUE
LSS	TRUE
MCM3AP-AS1	TRUE
MCM3AP	TRUE
YBEY	TRUE
C21orf58	TRUE
PCNT	TRUE
DIP2A	TRUE
DIP2A-IT1	TRUE
PRMT2	TRUE
CCDC127	TRUE
SDHA	TRUE
HRAT5	TRUE
PDCD6	TRUE
EXOC3-AS1	TRUE
EXOC3	TRUE
PP7080	TRUE
SLC9A3-AS1	TRUE
LOC100996325	TRUE
CEP72	TRUE
TPPP	TRUE
ZDHHC11	TRUE
BRD9	TRUE
TRIP13	TRUE
LOC100506688	TRUE
CTD-3080P12.3	TRUE
SLC6A19	TRUE
TERT	TRUE
CLPTM1L	TRUE
LPCAT1	TRUE
SDHAP3	TRUE
LOC728613	TRUE
MRPL36	TRUE
NDUFS6	TRUE
LOC105374620	TRUE
LINC02121	TRUE
ICE1	TRUE
MED10	TRUE
UBE2QL1	TRUE
LINC01018	TRUE
SRD5A1	TRUE
NSUN2	TRUE
LINC02102	TRUE
PAPD7	TRUE
FASTKD3	TRUE
MTRR	TRUE
LINC02226	TRUE
MIR4458HG	TRUE
FAM173B	TRUE
CCT5	TRUE
CMBL	TRUE
MARCH6	TRUE
ROPN1L-AS1	TRUE
ROPN1L	TRUE
LINC02212	TRUE
LINC02213	TRUE
ANKRD33B	TRUE
DAP	TRUE
LINC01194	TRUE
FAM105A	TRUE
OTULIN	TRUE
ANKH	TRUE
ZNF622	TRUE
FAM134B	TRUE
LINC02218	TRUE
CDH18	TRUE
GUSBP1	TRUE
LINC01021	TRUE
DROSHA	TRUE
C5orf22	TRUE
GOLPH3	TRUE
MTMR12	TRUE
ZFR	TRUE
SUB1	TRUE
TARS	TRUE
SLC45A2	TRUE
AMACR	TRUE
RAI14	TRUE
TTC23L	TRUE
RAD1	TRUE
BRIX1	TRUE
DNAJC21	TRUE
SPEF2	TRUE
IL7R	TRUE
LMBRD2	TRUE
SKP2	TRUE
NADK2	TRUE
NIPBL-AS1	TRUE
NIPBL	TRUE
NUP155	TRUE
WDR70	TRUE
LINC02110	TRUE
EGFLAM	TRUE
EGFLAM-AS4	TRUE
EGFLAM-AS2	TRUE
LIFR-AS1	TRUE
OSMR-AS1	TRUE
OSMR	TRUE
RICTOR	TRUE
FYB	TRUE
DAB2	TRUE
PTGER4	TRUE
TTC33	TRUE
PRKAA1	TRUE
LOC100506548	TRUE
RPL37	TRUE
CARD6	TRUE
C7	TRUE
OXCT1-AS1	TRUE
OXCT1	TRUE
C5orf51	TRUE
FBXO4	TRUE
LOC101926960	TRUE
GHR	TRUE
CCDC152	TRUE
SELENOP	TRUE
FLJ32255	TRUE
ANXA2R	TRUE
LOC153684	TRUE
LOC100132356	TRUE
LOC100506639	TRUE
ZNF131	TRUE
NIM1K	TRUE
HMGCS1	TRUE
TMEM267	TRUE
C5orf34	TRUE
PAIP1	TRUE
NNT	TRUE
NNT-AS1	TRUE
BRCAT54	TRUE
MRPS30	TRUE
EMB	TRUE
ISL1	TRUE
LOC642366	TRUE
ITGA2	TRUE
MOCS2	TRUE
LOC257396	TRUE
NDUFS4	TRUE
ARL15	TRUE
LINC01033	TRUE
SNX18	TRUE
LOC102467080	TRUE
GPX8	TRUE
CDC20B	TRUE
MCIDAS	TRUE
CCNO	TRUE
DHX29	TRUE
SKIV2L2	TRUE
RNF138P1	TRUE
PLPP1	TRUE
IL6ST	TRUE
FLJ31104	TRUE
ANKRD55	TRUE
MAP3K1	TRUE
SETD9	TRUE
MIER3	TRUE
GPBP1	TRUE
LOC101928505	TRUE
DEPDC1B	TRUE
ELOVL7	TRUE
ERCC8	TRUE
NDUFAF2	TRUE
SMIM15-AS1	TRUE
SMIM15	TRUE
ZSWIM6	TRUE
KIF2A	TRUE
DIMT1	TRUE
IPO11	TRUE
IPO11-LRRC70	TRUE
LRRC70	TRUE
SREK1IP1	TRUE
CWC27	TRUE
ADAMTS6	TRUE
CENPK	TRUE
PPWD1	TRUE
TRIM23	TRUE
TRAPPC13	TRUE
SGTB	TRUE
NLN	TRUE
ERBIN	TRUE
SREK1	TRUE
