gene	expressed
CLASP1	TRUE
NIFK-AS1	TRUE
NIFK	TRUE
TSN	TRUE
CNTNAP5	TRUE
GYPC	TRUE
ERCC3	TRUE
IWS1	TRUE
GPR17	TRUE
SFT2D3	TRUE
WDR33	TRUE
POLR2D	TRUE
AMMECR1L	TRUE
SAP130	TRUE
UGGT1	TRUE
HS6ST1	TRUE
SMPD4	TRUE
MZT2B	TRUE
IMP4	TRUE
CCDC115	TRUE
PTPN18	TRUE
FAM168B	TRUE
PLEKHB2	TRUE
MZT2A	TRUE
LOC150776	TRUE
CCDC74A	TRUE
CCNT2-AS1	TRUE
CCNT2	TRUE
RAB3GAP1	TRUE
ZRANB3	TRUE
R3HDM1	TRUE
UBXN4	TRUE
LOC100507600	TRUE
MCM6	TRUE
DARS-AS1	TRUE
DARS	TRUE
CXCR4	TRUE
HNMT	TRUE
SPOPL	TRUE
KYNU	TRUE
ARHGAP15	TRUE
GTDC1	TRUE
ZEB2-AS1	TRUE
ZEB2	TRUE
LINC01412	TRUE
LOC105373656	TRUE
ACVR2A	TRUE
ORC4	TRUE
MBD5	TRUE
EPC2	TRUE
LOC101929231	TRUE
MMADHC	TRUE
RBM43	TRUE
NMI	TRUE
TNFAIP6	TRUE
RIF1	TRUE
NEB	TRUE
ARL5A	TRUE
STAM2	TRUE
FMNL2	TRUE
PRPF40A	TRUE
ARL6IP6	TRUE
KCNJ3	TRUE
NR4A2	TRUE
GPD2	TRUE
GALNT5	TRUE
ERMN	TRUE
CYTIP	TRUE
ACVR1C	TRUE
ACVR1	TRUE
CCDC148	TRUE
PKP4	TRUE
WDSUB1	TRUE
LOC643072	TRUE
BAZ2B	TRUE
MARCH7	TRUE
CD302	TRUE
LY75-CD302	TRUE
LY75	TRUE
LOC100505984	TRUE
TANK	TRUE
PSMD14	TRUE
IFIH1	TRUE
GCA	TRUE
KCNH7	TRUE
COBLL1	TRUE
SCN3A	TRUE
SCN2A	TRUE
TTC21B	TRUE
SCN9A	TRUE
LOC105616981	TRUE
STK39	TRUE
CERS6	TRUE
NOSTRIN	TRUE
SPC25	TRUE
G6PC2	TRUE
ABCB11	TRUE
DHRS9	TRUE
LRP2	TRUE
BBS5	TRUE
KLHL41	TRUE
FASTKD1	TRUE
PPIG	TRUE
CCDC173	TRUE
PHOSPHO2-KLHL23	TRUE
PHOSPHO2	TRUE
KLHL23	TRUE
SSB	TRUE
METTL5	TRUE
UBR3	TRUE
MYO3B	TRUE
LOC101929753	TRUE
LINC01124	TRUE
SP5	TRUE
ERICH2	TRUE
LOC101926913	TRUE
GAD1	TRUE
GORASP2	TRUE
TLK1	TRUE
METTL8	TRUE
DCAF17	TRUE
CYBRD1	TRUE
DYNC1I2	TRUE
SLC25A12	TRUE
METAP1D	TRUE
DLX1	TRUE
DLX2	TRUE
DLX2-AS1	TRUE
ITGA6	TRUE
PDK1	TRUE
RAPGEF4	TRUE
ZAK	TRUE
CDCA7	TRUE
SP3	TRUE
LINC01960	TRUE
OLA1	TRUE
LINC01305	TRUE
SP9	TRUE
CIR1	TRUE
SCRN3	TRUE
GPR155	TRUE
WIPF1	TRUE
ATF2	TRUE
ATP5G3	TRUE
LNPK	TRUE
MTX2	TRUE
HNRNPA3	TRUE
NFE2L2	TRUE
LOC100130691	TRUE
AGPS	TRUE
TTC30B	TRUE
TTC30A	TRUE
LOC105373764	TRUE
PDE11A	TRUE
RBM45	TRUE
OSBPL6	TRUE
LOC101927027	TRUE
PRKRA	TRUE
DFNB59	TRUE
FKBP7	TRUE
PLEKHA3	TRUE
TTN-AS1	TRUE
CCDC141	TRUE
SESTD1	TRUE
CWC22	TRUE
SCHLAP1	TRUE
UBE2E3	TRUE
ITGA4	TRUE
NEUROD1	TRUE
SSFA2	TRUE
DNAJC10	TRUE
FRZB	TRUE
NCKAP1	TRUE
DUSP19	TRUE
NUP35	TRUE
ZNF804A	TRUE
LOC101927196	TRUE
FSIP2	TRUE
ZC3H15	TRUE
ITGAV	TRUE
FAM171B	TRUE
ZSWIM2	TRUE
CALCRL	TRUE
TFPI	TRUE
LINC01090	TRUE
GULP1	TRUE
WDR75	TRUE
SLC40A1	TRUE
ASNSD1	TRUE
OSGEPL1-AS1	TRUE
OSGEPL1	TRUE
PMS1	TRUE
ORMDL1	TRUE
C2orf88	TRUE
HIBCH	TRUE
MFSD6	TRUE
NEMP2	TRUE
NAB1	TRUE
GLS	TRUE
STAT1	TRUE
LOC105373805	TRUE
NABP1	TRUE
LOC105747689	TRUE
SDPR	TRUE
SLC39A10	TRUE
DNAH7	TRUE
STK17B	TRUE
LOC101927482	TRUE
CCDC150	TRUE
GTF3C3	TRUE
PGAP1	TRUE
SF3B1	TRUE
COQ10B	TRUE
HSPD1	TRUE
HSPE1	TRUE
HSPE1-MOB4	TRUE
MOB4	TRUE
MARS2	TRUE
PLCL1	TRUE
SATB2	TRUE
FTCDNL1	TRUE
C2orf69	TRUE
MAIP1	TRUE
TYW5	TRUE
SPATS2L	TRUE
KCTD18	TRUE
SGO2	TRUE
BZW1	TRUE
LOC101927795	TRUE
CLK1	TRUE
PPIL3	TRUE
NIF3L1	TRUE
ORC2	TRUE
FAM126B	TRUE
NDUFB3	TRUE
CFLAR	TRUE
CFLAR-AS1	TRUE
CASP10	TRUE
CASP8	TRUE
TRAK2	TRUE
STRADB	TRUE
TMEM237	TRUE
ALS2	TRUE
FZD7	TRUE
SUMO1	TRUE
NOP58	TRUE
BMPR2	TRUE
FAM117B	TRUE
ICA1L	TRUE
CARF	TRUE
WDR12	TRUE
NBEAL1	TRUE
CYP20A1	TRUE
ABI2	TRUE
RAPH1	TRUE
PARD3B	TRUE
NRP2	TRUE
INO80D	TRUE
NDUFS1	TRUE
EEF1B2	TRUE
ZDBF2	TRUE
FASTKD2	TRUE
MDH1B	TRUE
KLF7	TRUE
LOC101927865	TRUE
CREB1	TRUE
METTL21A	TRUE
CCNYL1	TRUE
FZD5	TRUE
PLEKHM3	TRUE
IDH1	TRUE
IDH1-AS1	TRUE
PIKFYVE	TRUE
LOC101927960	TRUE
RPE	TRUE
KANSL1L	TRUE
LANCL1	TRUE
IKZF2	TRUE
LOC100130451	TRUE
SPAG16	TRUE
BARD1	TRUE
LOC101928103	TRUE
ATIC	TRUE
FN1	TRUE
MREG	TRUE
PECR	TRUE
TMEM169	TRUE
XRCC5	TRUE
LINC01963	TRUE
SMARCAL1	TRUE
RPL37A	TRUE
DIRC3	TRUE
ARPC2	TRUE
GPBAR1	TRUE
AAMP	TRUE
PNKD	TRUE
TMBIM1	TRUE
CATIP	TRUE
CATIP-AS2	TRUE
CATIP-AS1	TRUE
SLC11A1	TRUE
CTDSP1	TRUE
VIL1	TRUE
USP37	TRUE
CNOT9	TRUE
ZNF142	TRUE
BCS1L	TRUE
STK36	TRUE
RNF25	TRUE
TTLL4	TRUE
CDK5R2	TRUE
FEV	TRUE
CRYBA2	TRUE
CFAP65	TRUE
NHEJ1	TRUE
CNPPD1	TRUE
FAM134A	TRUE
ZFAND2B	TRUE
ABCB6	TRUE
ATG9A	TRUE
ANKZF1	TRUE
GLB1L	TRUE
STK16	TRUE
TUBA4B	TRUE
TUBA4A	TRUE
DNAJB2	TRUE
PTPRN	TRUE
DNPEP	TRUE
LOC100996693	TRUE
GMPPA	TRUE
ASIC4	TRUE
CHPF	TRUE
TMEM198	TRUE
OBSL1	TRUE
INHA	TRUE
STK11IP	TRUE
SLC4A3	TRUE
FARSB	TRUE
ACSL3	TRUE
SCG2	TRUE
AP1S3	TRUE
WDFY1	TRUE
MRPL44	TRUE
FAM124B	TRUE
CUL3	TRUE
RHBDD1	TRUE
MFF	TRUE
LOC654841	TRUE
AGFG1	TRUE
DNER	TRUE
TRIP12	TRUE
FBXO36	TRUE
SP110	TRUE
SP140L	TRUE
SP100	TRUE
CAB39	TRUE
ITM2C	TRUE
LOC151484	TRUE
PSMD1	TRUE
ARMC9	TRUE
NCL	TRUE
LINC00471	TRUE
NMUR1	TRUE
PTMA	TRUE
PDE6D	TRUE
COPS7B	TRUE
NPPC	TRUE
DIS3L2	TRUE
EIF4E2	TRUE
TIGD1	TRUE
GIGYF2	TRUE
ATG16L1	TRUE
USP40	TRUE
HJURP	TRUE
MSL3P1	TRUE
ARL4C	TRUE
AGAP1	TRUE
GBX2	TRUE
COPS8	TRUE
LRRFIP1	TRUE
UBE2F-SCLY	TRUE
UBE2F	TRUE
SCLY	TRUE
KLHL30	TRUE
ERFE	TRUE
ILKAP	TRUE
LOC151174	TRUE
LOC643387	TRUE
HES6	TRUE
PER2	TRUE
TRAF3IP1	TRUE
ASB1	TRUE
HDAC4	TRUE
LOC101928111	TRUE
NDUFA10	TRUE
COPS9	TRUE
GPC1	TRUE
ANKMY1	TRUE
DUSP28	TRUE
RNPEPL1	TRUE
CAPN10-AS1	TRUE
CAPN10	TRUE
MTERF4	TRUE
PASK	TRUE
PPP1R7	TRUE
HDLBP	TRUE
SEPT2	TRUE
FARP2	TRUE
STK25	TRUE
BOK	TRUE
BOK-AS1	TRUE
THAP4	TRUE
ATG4B	TRUE
DTYMK	TRUE
ING5	TRUE
D2HGDH	TRUE
PDCD1	TRUE
RTP5	TRUE
LINC01237	TRUE
LINC01238	TRUE
LINC01881	TRUE
CCT8L2	TRUE
TPTEP1	TRUE
ANKRD62P1-PARP4P3	TRUE
GAB4	TRUE
IL17RA	TRUE
LINC01664	TRUE
HDHD5-AS1	TRUE
HDHD5	TRUE
ATP6V1E1	TRUE
BCL2L13	TRUE
BID	TRUE
LINC00528	TRUE
LINC01634	TRUE
PEX26	TRUE
USP18	TRUE
DGCR9	TRUE
DGCR10	TRUE
DGCR11	TRUE
DGCR2	TRUE
TSSK2	TRUE
DGCR14	TRUE
LINC01311	TRUE
SLC25A1	TRUE
CLTCL1	TRUE
HIRA	TRUE
MRPL40	TRUE
C22orf39	TRUE
UFD1	TRUE
CDC45	TRUE
CLDN5	TRUE
LINC00895	TRUE
SEPT5	TRUE
SEPT5-GP1BB	TRUE
GP1BB	TRUE
TBX1	TRUE
C22orf29	TRUE
GNB1L	TRUE
COMT	TRUE
TXNRD2	TRUE
ARVCF	TRUE
TANGO2	TRUE
DGCR8	TRUE
TRMT2A	TRUE
RANBP1	TRUE
ZDHHC8	TRUE
LOC284865	TRUE
LINC00896	TRUE
RTN4R	TRUE
DGCR6L	TRUE
ZNF74	TRUE
KLHL22	TRUE
MED15	TRUE
SERPIND1	TRUE
PI4KA	TRUE
SNAP29	TRUE
CRKL	TRUE
AIFM3	TRUE
LZTR1	TRUE
THAP7-AS1	TRUE
THAP7	TRUE
TUBA3FP	TRUE
P2RX6	TRUE
P2RX6P	TRUE
LRRC74B	TRUE
BCRP2	TRUE
UBE2L3	TRUE
YDJC	TRUE
CCDC116	TRUE
SDF2L1	TRUE
PPIL2	TRUE
YPEL1	TRUE
MAPK1	TRUE
PPM1F	TRUE
TOP3B	TRUE
PRAMENP	TRUE
VPREB1	TRUE
BMS1P20	TRUE
ZNF280B	TRUE
ZNF280A	TRUE
LL22NC03-63E9.3	TRUE
PRAME	TRUE
IGLL5	TRUE
GNAZ	TRUE
RSPH14	TRUE
RAB36	TRUE
BCR	TRUE
FBXW4P1	TRUE
ZDHHC8P1	TRUE
LINC01659	TRUE
GUSBP11	TRUE
ZNF70	TRUE
C22orf15	TRUE
CHCHD10	TRUE
MMP11	TRUE
SMARCB1	TRUE
DERL3	TRUE
MIF	TRUE
MIF-AS1	TRUE
CABIN1	TRUE
SUSD2	TRUE
SPECC1L	TRUE
SPECC1L-ADORA2A	TRUE
GUCD1	TRUE
SNRPD3	TRUE
LRRC75B	TRUE
SGSM1	TRUE
TMEM211	TRUE
KIAA1671	TRUE
LRP5L	TRUE
CRYBB2P1	TRUE
GRK3	TRUE
MYO18B	TRUE
ASPHD2	TRUE
HPS4	TRUE
SRRD	TRUE
TFIP11	TRUE
LOC100507599	TRUE
TPST2	TRUE
CRYBB1	TRUE
CRYBA4	TRUE
MIAT	TRUE
MIATNB	TRUE
PITPNB	TRUE
TTC28-AS1	TRUE
TTC28	TRUE
CHEK2	TRUE
HSCB	TRUE
CCDC117	TRUE
XBP1	TRUE
ZNRF3-AS1	TRUE
KREMEN1	TRUE
EMID1	TRUE
RHBDD3	TRUE
EWSR1	TRUE
GAS2L1	TRUE
RASL10A	TRUE
AP1B1	TRUE
NEFH	TRUE
THOC5	TRUE
NIPSNAP1	TRUE
NF2	TRUE
ZMAT5	TRUE
UQCR10	TRUE
ASCC2	TRUE
MTMR3	TRUE
CASTOR1	TRUE
TBC1D10A	TRUE
CCDC157	TRUE
SF3A1	TRUE
RNF215	TRUE
SEC14L2	TRUE
MTFP1	TRUE
PES1	TRUE
TCN2	TRUE
SLC35E4	TRUE
DUSP18	TRUE
OSBP2	TRUE
MORC2	TRUE
TUG1	TRUE
SMTN	TRUE
SELENOM	TRUE
RNF185	TRUE
LIMK2	TRUE
PIK3IP1	TRUE
PATZ1	TRUE
LINC01521	TRUE
DRG1	TRUE
EIF4ENIF1	TRUE
SFI1	TRUE
PISD	TRUE
PRR14L	TRUE
DEPDC5	TRUE
YWHAH	TRUE
C22orf24	TRUE
AP1B1P1	TRUE
RFPL3S	TRUE
RTCB	TRUE
FBXO7	TRUE
ISX	TRUE
LINC01399	TRUE
HMGXB4	TRUE
TOM1	TRUE
MCM5	TRUE
APOL6	TRUE
RBFOX2	TRUE
APOL2	TRUE
APOL1	TRUE
MYH9	TRUE
TXN2	TRUE
FOXRED2	TRUE
EIF3D	TRUE
IFT27	TRUE
TST	TRUE
MPST	TRUE
RAC2	TRUE
CARD10	TRUE
CDC42EP1	TRUE
GGA1	TRUE
SH3BP1	TRUE
LOC101927051	TRUE
PDXP	TRUE
LGALS1	TRUE
NOL12	TRUE
TRIOBP	TRUE
GCAT	TRUE
ANKRD54	TRUE
EIF3L	TRUE
MICALL1	TRUE
C22orf23	TRUE
POLR2F	TRUE
PICK1	TRUE
BAIAP2L2	TRUE
PLA2G6	TRUE
MAFF	TRUE
TMEM184B	TRUE
CSNK1E	TRUE
LOC400927-CSNK1E	TRUE
LOC400927	TRUE
KCNJ4	TRUE
KDELR3	TRUE
DDX17	TRUE
DMC1	TRUE
LOC105373031	TRUE
FAM227A	TRUE
CBY1	TRUE
TOMM22	TRUE
JOSD1	TRUE
GTPBP1	TRUE
SUN2	TRUE
DNAL4	TRUE
NPTXR	TRUE
CBX6	TRUE
APOBEC3B	TRUE
APOBEC3C	TRUE
APOBEC3D	TRUE
APOBEC3F	TRUE
APOBEC3G	TRUE
APOBEC3H	TRUE
CBX7	TRUE
RPL3	TRUE
SYNGR1	TRUE
TAB1	TRUE
MGAT3	TRUE
MGAT3-AS1	TRUE
MIEF1	TRUE
ATF4	TRUE
RPS19BP1	TRUE
GRAP2	TRUE
FAM83F	TRUE
TNRC6B	TRUE
ADSL	TRUE
SGSM3	TRUE
MKL1	TRUE
SLC25A17	TRUE
ST13	TRUE
XPNPEP3	TRUE
RBX1	TRUE
EP300	TRUE
EP300-AS1	TRUE
L3MBTL2	TRUE
RANGAP1	TRUE
ZC3H7B	TRUE
TEF	TRUE
TOB2	TRUE
PHF5A	TRUE
ACO2	TRUE
POLR3H	TRUE
LOC105373044	TRUE
PMM1	TRUE
DESI1	TRUE
XRCC6	TRUE
SNU13	TRUE
CCDC134	TRUE
SREBF2	TRUE
SHISA8	TRUE
CENPM	TRUE
NAGA	TRUE
SMDT1	TRUE
NDUFA6-AS1	TRUE
NDUFA6	TRUE
OGFRP1	TRUE
LINC01315	TRUE
NFAM1	TRUE
SERHL	TRUE
RRP7A	TRUE
SERHL2	TRUE
RRP7BP	TRUE
POLDIP3	TRUE
CYB5R3	TRUE
ARFGAP3	TRUE
PACSIN2	TRUE
LOC100506679	TRUE
TTLL1	TRUE
MCAT	TRUE
TSPO	TRUE
TTLL12	TRUE
EFCAB6	TRUE
PNPLA3	TRUE
SAMM50	TRUE
PARVB	TRUE
LDOC1L	TRUE
PRR5	TRUE
PRR5-ARHGAP8	TRUE
PHF21B	TRUE
NUP50-AS1	TRUE
NUP50	TRUE
FAM118A	TRUE
ATXN10	TRUE
WNT7B	TRUE
MIRLET7BHG	TRUE
PPARA	TRUE
CDPF1	TRUE
TTC38	TRUE
GTSE1-AS1	TRUE
GTSE1	TRUE
TRMU	TRUE
GRAMD4	TRUE
CERK	TRUE
TBC1D22A	TRUE
TBC1D22A-AS1	TRUE
LINC00898	TRUE
LOC284930	TRUE
C22orf34	TRUE
BRD1	TRUE
ZBED4	TRUE
ALG12	TRUE
CRELD2	TRUE
PIM3	TRUE
MLC1	TRUE
MOV10L1	TRUE
TRABD	TRUE
SELENOO	TRUE
TUBGCP6	TRUE
HDAC10	TRUE
MAPK12	TRUE
MAPK11	TRUE
PLXNB2	TRUE
DENND6B	TRUE
PPP6R2	TRUE
SBF1	TRUE
ADM2	TRUE
LMF2	TRUE
NCAPH2	TRUE
SCO2	TRUE
TYMP	TRUE
SYCE3	TRUE
CHKB-CPT1B	TRUE
CHKB	TRUE
CHKB-AS1	TRUE
ARSA	TRUE
RABL2B	TRUE
LOC100288069	TRUE
FAM87B	TRUE
LINC00115	TRUE
LINC01128	TRUE
SAMD11	TRUE
NOC2L	TRUE
KLHL17	TRUE
PLEKHN1	TRUE
HES4	TRUE
ISG15	TRUE
AGRN	TRUE
RNF223	TRUE
C1orf159	TRUE
LINC01342	TRUE
TTLL10	TRUE
TNFRSF18	TRUE
TNFRSF4	TRUE
SDF4	TRUE
B3GALT6	TRUE
UBE2J2	TRUE
SCNN1D	TRUE
ACAP3	TRUE
PUSL1	TRUE
INTS11	TRUE
CPTP	TRUE
TAS1R3	TRUE
DVL1	TRUE
MXRA8	TRUE
AURKAIP1	TRUE
CCNL2	TRUE
LOC148413	TRUE
MRPL20	TRUE
LINC01770	TRUE
VWA1	TRUE
ATAD3B	TRUE
ATAD3A	TRUE
SSU72	TRUE
FNDC10	TRUE
MIB2	TRUE
SLC35E2B	TRUE
CDK11B	TRUE
CDK11A	TRUE
SLC35E2	TRUE
NADK	TRUE
GNB1	TRUE
CALML6	TRUE
TMEM52	TRUE
CFAP74	TRUE
LOC105378591	TRUE
PRKCZ	TRUE
FAAP20	TRUE
SKI	TRUE
MORN1	TRUE
RER1	TRUE
PEX10	TRUE
PANK4	TRUE
TNFRSF14	TRUE
LOC115110	TRUE
FAM213B	TRUE
MMEL1	TRUE
TPRG1L	TRUE
WRAP73	TRUE
TP73	TRUE
TP73-AS1	TRUE
SMIM1	TRUE
LRRC47	TRUE
CEP104	TRUE
DFFB	TRUE
C1orf174	TRUE
LINC01134	TRUE
NPHP4	TRUE
RPL22	TRUE
LOC102724450	TRUE
RNF207	TRUE
ICMT	TRUE
LINC00337	TRUE
GPR153	TRUE
ACOT7	TRUE
HES2	TRUE
ESPN	TRUE
PLEKHG5	TRUE
NOL9	TRUE
TAS1R1	TRUE
ZBTB48	TRUE
KLHL21	TRUE
PHF13	TRUE
THAP3	TRUE
DNAJC11	TRUE
CAMTA1	TRUE
VAMP3	TRUE
PER3	TRUE
UTS2	TRUE
PARK7	TRUE
ERRFI1	TRUE
LINC01714	TRUE
SLC45A1	TRUE
LOC102724552	TRUE
RERE	TRUE
ENO1-AS1	TRUE
ENO1	TRUE
GPR157	TRUE
H6PD	TRUE
LOC100506022	TRUE
SLC25A33	TRUE
TMEM201	TRUE
PIK3CD	TRUE
PIK3CD-AS2	TRUE
CLSTN1	TRUE
CTNNBIP1	TRUE
LZIC	TRUE
NMNAT1	TRUE
UBE4B	TRUE
KIF1B	TRUE
PGD	TRUE
APITD1-CORT	TRUE
CENPS	TRUE
DFFA	TRUE
PEX14	TRUE
TARDBP	TRUE
SRM	TRUE
LOC105376736	TRUE
EXOSC10	TRUE
MTOR	TRUE
UBIAD1	TRUE
DISP3	TRUE
FBXO2	TRUE
FBXO44	TRUE
FBXO6	TRUE
MAD2L2	TRUE
AGTRAP	TRUE
C1orf167	TRUE
CLCN6	TRUE
MTHFR	TRUE
NPPA-AS1	TRUE
NPPA	TRUE
KIAA2013	TRUE
PLOD1	TRUE
MFN2	TRUE
MIIP	TRUE
TNFRSF8	TRUE
TNFRSF1B	TRUE
VPS13D	TRUE
DHRS3	TRUE
AADACL4	TRUE
C1orf158	TRUE
KAZN	TRUE
TMEM51-AS1	TRUE
TMEM51	TRUE
C1orf195	TRUE
EFHD2	TRUE
CTRC	TRUE
CELA2A	TRUE
CELA2B	TRUE
CASP9	TRUE
DNAJC16	TRUE
DDI2	TRUE
RSC1A1	TRUE
PLEKHM2	TRUE
SPEN	TRUE
FLJ37453	TRUE
ZBTB17	TRUE
CLCNKB	TRUE
FAM131C	TRUE
RSG1	TRUE
FBXO42	TRUE
SZRD1	TRUE
SPATA21	TRUE
NECAP2	TRUE
NBPF1	TRUE
CROCCP2	TRUE
MST1P2	TRUE
MFAP2	TRUE
ATP13A2	TRUE
SDHB	TRUE
PADI2	TRUE
PADI3	TRUE
PADI4	TRUE
RCC2	TRUE
ARHGEF10L	TRUE
ACTL8	TRUE
ALDH4A1	TRUE
UBR4	TRUE
LOC101927895	TRUE
EMC1	TRUE
MRTO4	TRUE
AKR7A2	TRUE
PQLC2	TRUE
CAPZB	TRUE
LOC105378614	TRUE
MINOS1-NBL1	TRUE
MINOS1	TRUE
NBL1	TRUE
HTR6	TRUE
TMCO4	TRUE
OTUD3	TRUE
UBXN10	TRUE
UBXN10-AS1	TRUE
VWA5B1	TRUE
CAMK2N1	TRUE
MUL1	TRUE
FAM43B	TRUE
CDA	TRUE
PINK1	TRUE
DDOST	TRUE
HP1BP3	TRUE
EIF4G3	TRUE
LOC100506801	TRUE
NBPF3	TRUE
ALPL	TRUE
RAP1GAP	TRUE
USP48	TRUE
LDLRAD2	TRUE
HSPG2	TRUE
LINC00339	TRUE
LINC01635	TRUE
CDC42	TRUE
ZBTB40	TRUE
C1QC	TRUE
KDM1A	TRUE
LUZP1	TRUE
HNRNPR	TRUE
ZNF436	TRUE
ZNF436-AS1	TRUE
ASAP3	TRUE
LOC101928163	TRUE
E2F2	TRUE
ID3	TRUE
RPL11	TRUE
ELOA	TRUE
ELOA-AS1	TRUE
PITHD1	TRUE
LYPLA2	TRUE
GALE	TRUE
HMGCL	TRUE
FUCA1	TRUE
CNR2	TRUE
PNRC2	TRUE
SRSF10	TRUE
MYOM3	TRUE
LOC284632	TRUE
STPG1	TRUE
NIPAL3	TRUE
RCAN3AS	TRUE
RCAN3	TRUE
SRRM1	TRUE
CLIC4	TRUE
SYF2	TRUE
RSRP1	TRUE
RHD	TRUE
TMEM50A	TRUE
RHCE	TRUE
TMEM57	TRUE
LDLRAP1	TRUE
MAN1C1	TRUE
SELENON	TRUE
MTFR1L	TRUE
LOC646471	TRUE
AUNIP	TRUE
PAQR7	TRUE
STMN1	TRUE
PAFAH2	TRUE
EXTL1	TRUE
SLC30A2	TRUE
TRIM63	TRUE
PDIK1L	TRUE
FAM110D	TRUE
ZNF593	TRUE
CNKSR1	TRUE
CATSPER4	TRUE
CEP85	TRUE
SH3BGRL3	TRUE
UBXN11	TRUE
CD52	TRUE
AIM1L	TRUE
LIN28A	TRUE
DHDDS	TRUE
LOC101928324	TRUE
HMGN2	TRUE
RPS6KA1	TRUE
LOC101928728	TRUE
ARID1A	TRUE
PIGV	TRUE
ZDHHC18	TRUE
SFN	TRUE
GPN2	TRUE
GPATCH3	TRUE
NR0B2	TRUE
NUDC	TRUE
KDF1	TRUE
TRNP1	TRUE
FAM46B	TRUE
SLC9A1	TRUE
WDTC1	TRUE
TMEM222	TRUE
SYTL1	TRUE
MAP3K6	TRUE
CD164L2	TRUE
GPR3	TRUE
WASF2	TRUE
AHDC1	TRUE
IFI6	TRUE
FAM76A	TRUE
STX12	TRUE
PPP1R8	TRUE
THEMIS2	TRUE
RPA2	TRUE
SMPDL3B	TRUE
XKR8	TRUE
EYA3	TRUE
DNAJC8	TRUE
ATPIF1	TRUE
SESN2	TRUE
MED18	TRUE
PHACTR4	TRUE
SNHG3	TRUE
RCC1	TRUE
TRNAU1AP	TRUE
SNHG12	TRUE
TAF12	TRUE
GMEB1	TRUE
YTHDF2	TRUE
EPB41	TRUE
TMEM200B	TRUE
SRSF4	TRUE
MECR	TRUE
PTPRU	TRUE
LINC01756	TRUE
MATN1-AS1	TRUE
MATN1	TRUE
LAPTM5	TRUE
SDC3	TRUE
PUM1	TRUE
NKAIN1	TRUE
SNRNP40	TRUE
ZCCHC17	TRUE
FABP3	TRUE
SERINC2	TRUE
TINAGL1	TRUE
PEF1	TRUE
COL16A1	TRUE
ADGRB2	TRUE
SPOCD1	TRUE
KHDRBS1	TRUE
TMEM39B	TRUE
KPNA6	TRUE
TXLNA	TRUE
CCDC28B	TRUE
IQCC	TRUE
DCDC2B	TRUE
EIF3I	TRUE
TMEM234	TRUE
MTMR9LP	TRUE
FAM167B	TRUE
HDAC1	TRUE
MARCKSL1	TRUE
BSDC1	TRUE
ZBTB8OS	TRUE
RBBP4	TRUE
SYNC	TRUE
KIAA1522	TRUE
YARS	TRUE
S100PBP	TRUE
TMEM54	TRUE
RNF19B	TRUE
AK2	TRUE
AZIN2	TRUE
TRIM62	TRUE
ZNF362	TRUE
LOC101929464	TRUE
ZSCAN20	TRUE
GJB5	TRUE
GJA4	TRUE
SMIM12	TRUE
LOC653160	TRUE
TMEM35B	TRUE
ZMYM6	TRUE
ZMYM1	TRUE
SFPQ	TRUE
ZMYM4	TRUE
KIAA0319L	TRUE
NCDN	TRUE
PSMB2	TRUE
C1orf216	TRUE
CLSPN	TRUE
AGO4	TRUE
AGO1	TRUE
AGO3	TRUE
ADPRHL2	TRUE
TRAPPC3	TRUE
MAP7D1	TRUE
THRAP3	TRUE
SH3D21	TRUE
EVA1B	TRUE
STK40	TRUE
LSM10	TRUE
OSCP1	TRUE
MRPS15	TRUE
CSF3R	TRUE
LINC01137	TRUE
ZC3H12A	TRUE
MEAF6	TRUE
SNIP1	TRUE
DNALI1	TRUE
GNL2	TRUE
C1orf109	TRUE
CDCA8	TRUE
MANEAL	TRUE
C1orf122	TRUE
YRDC	TRUE
MTF1	TRUE
INPP5B	TRUE
SF3A3	TRUE
FHL3	TRUE
UTP11	TRUE
RRAGC	TRUE
MYCBP	TRUE
LOC105378663	TRUE
RHBDL2	TRUE
AKIRIN1	TRUE
NDUFS5	TRUE
MACF1	TRUE
KIAA0754	TRUE
BMP8A	TRUE
PPIEL	TRUE
LOC101929516	TRUE
PABPC4	TRUE
HEYL	TRUE
NT5C1A	TRUE
PPIE	TRUE
BMP8B	TRUE
LOC101929536	TRUE
TRIT1	TRUE
MYCL	TRUE
MFSD2A	TRUE
CAP1	TRUE
PPT1	TRUE
RLF	TRUE
TMCO2	TRUE
ZMPSTE24	TRUE
SMAP2	TRUE
ZFP69B	TRUE
ZFP69	TRUE
EXO5	TRUE
ZNF684	TRUE
RIMS3	TRUE
NFYC	TRUE
NFYC-AS1	TRUE
KCNQ4	TRUE
CITED4	TRUE
CTPS1	TRUE
SLFNL1-AS1	TRUE
SLFNL1	TRUE
SCMH1	TRUE
FOXO6	TRUE
HIVEP3	TRUE
FOXJ3	TRUE
ZMYND12	TRUE
PPCS	TRUE
PPIH	TRUE
YBX1	TRUE
CLDN19	TRUE
P3H1	TRUE
C1orf50	TRUE
SVBP	TRUE
ERMAP	TRUE
ZNF691	TRUE
SLC2A1-AS1	TRUE
SLC2A1	TRUE
FAM183A	TRUE
EBNA1BP2	TRUE
CFAP57	TRUE
TMEM125	TRUE
C1orf210	TRUE
CDC20	TRUE
ELOVL1	TRUE
MED8	TRUE
SZT2	TRUE
HYI	TRUE
PTPRF	TRUE
KDM4A	TRUE
KDM4A-AS1	TRUE
ST3GAL3	TRUE
